"Issue Type","Epic Name","Epic Link","Summary","Description","Priority","Story Points","Labels","Components","Sprint"
"Story","","EP15","V46 — Hanah dashboard payout list + mark-paid + export Excel","# V46 — Hanah dashboard payout list + mark-paid + export Excel

**Epic:** EP15  |  **Points:** 3  |  **Priority:** Medium

## 🎯 What to Build
Hanah dashboard endpoints xem + mark paid + export Tutor payouts.

## 🛠 Implementation Tasks
- [ ] Endpoint `GET /api/v1/admin/payouts?periodMonth=&status=&tutorId=&page=&pageSize=` @Roles('admin')
- [ ] Endpoint `POST /api/v1/admin/payouts/:id/mark-paid` body { bankReference, paidAt? } → status='paid'
- [ ] Endpoint `GET /api/v1/admin/payouts/export?periodMonth=` → .xlsx
- [ ] Mark-paid là stub (không gọi bank API thật) — chỉ lưu bankReference text
- [ ] Audit log mark-paid

## 📁 Files to Create / Modify
- `apps/api/src/modules/payouts/admin-payouts.controller.ts`
- `apps/api/src/modules/payouts/payout-export.service.ts`

## 🔌 Libs / Dependencies
**npm packages (add if missing):**
- `exceljs`

**Prior videos (must be merged first):** V45

## 🧾 Reference (Excel QC — info only, dev impl theo AC)
Excel reference (info): `Admin.Reports.Export a list of all payment information to Tutors`.

## ⚠️ Gotchas / Implementation Notes
- Stub bank API: real bank integration ở khoá khác
- Export Excel format: Tutor, Email, periodMonth, courseRevenue, sessionRevenue, gross, commission, net, status, paidAt, bankReference

## 🧪 Test Hints (cho dev viết unit test — KHÔNG phải QC test plan)
- List filter periodMonth + status → đúng kết quả
- Mark paid → status='paid', audit log
- Export 5 payout → xlsx valid

## ✅ Definition of Done
- [ ] Implementation complete (files listed above)
- [ ] Unit tests cover happy path + 2+ edge cases (Vitest)
- [ ] Endpoint hiển thị ở `/api/docs` Swagger (nếu applicable)
- [ ] `pnpm typecheck` exit 0
- [ ] `pnpm test` exit 0
- [ ] Self-review checklist done (no console.log, no TODO, no commented code)
- [ ] PR opened + reviewed

## 📚 Reference
- [planK23.md](../planK23.md) — full spec
- [khoa-hoc-2-3-vi.md](../khoa-hoc-2-3-vi.md) — section overview
- [task.md](../task.md) — phase checklist

---

@claude implement this developer ticket. Read **planK23.md** referenced section first, then execute **Implementation Tasks** checklist in order. Create/modify files in **Files to Create / Modify**, add libs from **Libs / Dependencies** if missing, follow **API Contract / Data Model** strictly, watch out for **Gotchas**, write unit tests guided by **Test Hints**, then run `pnpm verify`. Report any blocker or ambiguity before guessing.","Medium","3","payouts;hanah;report","backend","Sprint 8"
"Story","","EP16","V47 — Notification table + email send Nodemailer (sync MVP, wired vào events)","# V47 — Notification table + email send Nodemailer (sync MVP, wired vào events)

**Epic:** EP16  |  **Points:** 5  |  **Priority:** Medium

## 🎯 What to Build
Notification table + service send email sync via Nodemailer. Wired vào events: signup-verify, booking-assigned, booking-confirmed, booking-cancelled, order-paid, payout-ready.

## 🛠 Implementation Tasks
- [ ] Schema `notifications(id, userId, type, channel='email', payload, status='pending'|'sent'|'failed', sentAt nullable, errorMessage nullable, createdAt)`
- [ ] Service `NotificationsService.sendEmail({ userId, type, payload })`:
  - Insert notification row status='pending'
- [ ]   - Render template (V47 ship 6 template HTML)
- [ ]   - Send via Nodemailer + MailPit
- [ ]   - Update status='sent'/'failed'
- [ ]   - Retry 3 lần (sync) nếu transient error
- [ ] Templates (HTML files):
  - signup-verify.hbs
- [ ]   - booking-assigned.hbs
- [ ]   - booking-confirmed.hbs
- [ ]   - booking-cancelled.hbs
- [ ]   - order-paid.hbs
- [ ]   - payout-ready.hbs
- [ ] Wire vào: V06 (signup), V20 (course approve/reject), V31 (assigned), V32 (confirmed/declined), V29 (cancelled), V41 (paid)

## 📐 API Contract / Data Model
**Note:** Sync MVP — chuyển async queue (BullMQ) ở C6.

## 📁 Files to Create / Modify
- `apps/api/src/modules/notifications/notifications.service.ts`
- `apps/api/src/modules/notifications/email.service.ts`
- `apps/api/src/modules/notifications/templates/*.hbs`

## 🔌 Libs / Dependencies
**npm packages (add if missing):**
- `nodemailer`
- `handlebars`

**Prior videos (must be merged first):** V06

## ⚠️ Gotchas / Implementation Notes
- Send sync nhưng KHÔNG block request response — fire-and-forget với `Promise.resolve().then(...)` hoặc dùng pattern event emitter
- Errors log warn nhưng không fail business operation

## 🧪 Test Hints (cho dev viết unit test — KHÔNG phải QC test plan)
- Signup → mail signup-verify gửi đến MailPit
- 6 template render đúng với sample data
- Send fail → notification row status='failed' + error logged

## ✅ Definition of Done
- [ ] Implementation complete (files listed above)
- [ ] Unit tests cover happy path + 2+ edge cases (Vitest)
- [ ] Endpoint hiển thị ở `/api/docs` Swagger (nếu applicable)
- [ ] `pnpm typecheck` exit 0
- [ ] `pnpm test` exit 0
- [ ] Self-review checklist done (no console.log, no TODO, no commented code)
- [ ] PR opened + reviewed

## 📚 Reference
- [planK23.md](../planK23.md) — full spec
- [khoa-hoc-2-3-vi.md](../khoa-hoc-2-3-vi.md) — section overview
- [task.md](../task.md) — phase checklist

---

@claude implement this developer ticket. Read **planK23.md** referenced section first, then execute **Implementation Tasks** checklist in order. Create/modify files in **Files to Create / Modify**, add libs from **Libs / Dependencies** if missing, follow **API Contract / Data Model** strictly, watch out for **Gotchas**, write unit tests guided by **Test Hints**, then run `pnpm verify`. Report any blocker or ambiguity before guessing.","Medium","5","notifications;email","backend","Sprint 8"
"Story","","EP17","V48 — Doc: vì sao PostgreSQL — tsrange, JSONB, EXCLUDE, partial index","# V48 — Doc: vì sao PostgreSQL — tsrange, JSONB, EXCLUDE, partial index

**Epic:** EP17  |  **Points:** 2  |  **Priority:** Low

## 🎯 What to Build
Tài liệu hoá lý do chọn PostgreSQL: tsrange, JSONB, partial index, EXCLUDE constraints.

## 🛠 Implementation Tasks
- [ ] Tạo `docs/course2-3/postgresql-rationale.md`
- [ ] So sánh với MySQL ở 4 feature: tsrange, EXCLUDE, partial index, JSONB
- [ ] Ví dụ EXCLUDE preview cho chống double-booking (full V63)
- [ ] Link official docs

## 📁 Files to Create / Modify
- `docs/course2-3/postgresql-rationale.md`

## 🔌 Libs / Dependencies
**npm packages (add if missing):**
(không thêm dependency mới)

**Prior videos (must be merged first):** (không có)

## ⚠️ Gotchas / Implementation Notes
Doc-only.

## 🧪 Test Hints (cho dev viết unit test — KHÔNG phải QC test plan)
N/A

## ✅ Definition of Done
- [ ] Implementation complete (files listed above)
- [ ] Unit tests cover happy path + 2+ edge cases (Vitest)
- [ ] Endpoint hiển thị ở `/api/docs` Swagger (nếu applicable)
- [ ] `pnpm typecheck` exit 0
- [ ] `pnpm test` exit 0
- [ ] Self-review checklist done (no console.log, no TODO, no commented code)
- [ ] PR opened + reviewed

## 📚 Reference
- [planK23.md](../planK23.md) — full spec
- [khoa-hoc-2-3-vi.md](../khoa-hoc-2-3-vi.md) — section overview
- [task.md](../task.md) — phase checklist

---

@claude implement this developer ticket. Read **planK23.md** referenced section first, then execute **Implementation Tasks** checklist in order. Create/modify files in **Files to Create / Modify**, add libs from **Libs / Dependencies** if missing, follow **API Contract / Data Model** strictly, watch out for **Gotchas**, write unit tests guided by **Test Hints**, then run `pnpm verify`. Report any blocker or ambiguity before guessing.","Low","2","postgresql;docs","database","Sprint 9"
"Story","","EP17","V49 — ERD walkthrough 19 bảng + Mermaid diagram + per-table notes","# V49 — ERD walkthrough 19 bảng + Mermaid diagram + per-table notes

**Epic:** EP17  |  **Points:** 3  |  **Priority:** Medium

## 🎯 What to Build
Tạo `docs/course2-3/erd.md` walkthrough chi tiết 19 bảng domain + Mermaid diagram.

## 🛠 Implementation Tasks
- [ ] Export ERD Mermaid (đã có planK23) + render svg qua mermaid-cli
- [ ] Per-table section: purpose, key columns, FK chains, index strategy
- [ ] Highlight M2M tables (tutor_subjects, tutor_levels, tutor_qualifications)
- [ ] Cross-reference planK23.md §5

## 📁 Files to Create / Modify
- `docs/course2-3/erd.md`
- `docs/course2-3/erd.svg`

## 🔌 Libs / Dependencies
**npm packages (add if missing):**
- `@mermaid-js/mermaid-cli`

**Prior videos (must be merged first):** V48

## ⚠️ Gotchas / Implementation Notes
Doc-only.

## 🧪 Test Hints (cho dev viết unit test — KHÔNG phải QC test plan)
N/A

## ✅ Definition of Done
- [ ] Implementation complete (files listed above)
- [ ] Unit tests cover happy path + 2+ edge cases (Vitest)
- [ ] Endpoint hiển thị ở `/api/docs` Swagger (nếu applicable)
- [ ] `pnpm typecheck` exit 0
- [ ] `pnpm test` exit 0
- [ ] Self-review checklist done (no console.log, no TODO, no commented code)
- [ ] PR opened + reviewed

## 📚 Reference
- [planK23.md](../planK23.md) — full spec
- [khoa-hoc-2-3-vi.md](../khoa-hoc-2-3-vi.md) — section overview
- [task.md](../task.md) — phase checklist

---

@claude implement this developer ticket. Read **planK23.md** referenced section first, then execute **Implementation Tasks** checklist in order. Create/modify files in **Files to Create / Modify**, add libs from **Libs / Dependencies** if missing, follow **API Contract / Data Model** strictly, watch out for **Gotchas**, write unit tests guided by **Test Hints**, then run `pnpm verify`. Report any blocker or ambiguity before guessing.","Medium","3","postgresql;erd;docs","database","Sprint 9"
"Story","","EP17","V50 — Constraints + data integrity (NOT NULL, CHECK, UNIQUE, EXCLUDE preview)","# V50 — Constraints + data integrity (NOT NULL, CHECK, UNIQUE, EXCLUDE preview)

**Epic:** EP17  |  **Points:** 3  |  **Priority:** Medium

## 🎯 What to Build
Apply constraints cho 19 bảng. Migration SQL. Demo CHECK + UNIQUE composite.

## 🛠 Implementation Tasks
- [ ] Migration SQL apply:
  - CHECK: rating BETWEEN 1 AND 5, price > 0, durationHr BETWEEN 1.5 AND 2.0
- [ ]   - UNIQUE composite: (courseId, studentId) enrollments, (courseId, studentId) reviews, (tutorId, periodMonth) payouts, (chapterId, position) lessons
- [ ]   - NOT NULL ở tất cả PK/FK + critical biz columns
- [ ]   - EXCLUDE preview (full impl V63)
- [ ] Test: violate từng constraint → DB reject

## 📁 Files to Create / Modify
- `packages/db/prisma/migrations/0002_constraints.sql`

## 🔌 Libs / Dependencies
**npm packages (add if missing):**
(không thêm dependency mới)

**Prior videos (must be merged first):** V49

## ⚠️ Gotchas / Implementation Notes
- Prisma @@check, @@unique declared trong schema.prisma
- EXCLUDE phải raw SQL migration (Prisma không support natively)

## 🧪 Test Hints (cho dev viết unit test — KHÔNG phải QC test plan)
- INSERT rating=6 → fail
- INSERT duplicate (courseId, studentId) enrollment → fail
- INSERT lesson cùng (chapterId, position) → fail

## ✅ Definition of Done
- [ ] Implementation complete (files listed above)
- [ ] Unit tests cover happy path + 2+ edge cases (Vitest)
- [ ] Endpoint hiển thị ở `/api/docs` Swagger (nếu applicable)
- [ ] `pnpm typecheck` exit 0
- [ ] `pnpm test` exit 0
- [ ] Self-review checklist done (no console.log, no TODO, no commented code)
- [ ] PR opened + reviewed

## 📚 Reference
- [planK23.md](../planK23.md) — full spec
- [khoa-hoc-2-3-vi.md](../khoa-hoc-2-3-vi.md) — section overview
- [task.md](../task.md) — phase checklist

---

@claude implement this developer ticket. Read **planK23.md** referenced section first, then execute **Implementation Tasks** checklist in order. Create/modify files in **Files to Create / Modify**, add libs from **Libs / Dependencies** if missing, follow **API Contract / Data Model** strictly, watch out for **Gotchas**, write unit tests guided by **Test Hints**, then run `pnpm verify`. Report any blocker or ambiguity before guessing.","Medium","3","postgresql;constraints","database","Sprint 9"
"Story","","EP17","V51 — Keys + indexes basics + FK auto-index gotcha","# V51 — Keys + indexes basics + FK auto-index gotcha

**Epic:** EP17  |  **Points:** 2  |  **Priority:** Medium

## 🎯 What to Build
Tài liệu hoá index basics + cảnh báo gotcha: PostgreSQL KHÔNG auto-index FK columns.

## 🛠 Implementation Tasks
- [ ] Tạo `docs/course2-3/indexes-basics.md`
- [ ] Cover: PK auto-index, FK no auto-index (gotcha), B-tree default, GIN cho JSONB, GiST cho tsrange
- [ ] Example: query JOIN không có FK index → seq scan
- [ ] Preview composite + partial ở V59-V61

## 📁 Files to Create / Modify
- `docs/course2-3/indexes-basics.md`

## 🔌 Libs / Dependencies
**npm packages (add if missing):**
(không thêm dependency mới)

**Prior videos (must be merged first):** V50

## ⚠️ Gotchas / Implementation Notes
Doc-only.

## 🧪 Test Hints (cho dev viết unit test — KHÔNG phải QC test plan)
N/A

## ✅ Definition of Done
- [ ] Implementation complete (files listed above)
- [ ] Unit tests cover happy path + 2+ edge cases (Vitest)
- [ ] Endpoint hiển thị ở `/api/docs` Swagger (nếu applicable)
- [ ] `pnpm typecheck` exit 0
- [ ] `pnpm test` exit 0
- [ ] Self-review checklist done (no console.log, no TODO, no commented code)
- [ ] PR opened + reviewed

## 📚 Reference
- [planK23.md](../planK23.md) — full spec
- [khoa-hoc-2-3-vi.md](../khoa-hoc-2-3-vi.md) — section overview
- [task.md](../task.md) — phase checklist

---

@claude implement this developer ticket. Read **planK23.md** referenced section first, then execute **Implementation Tasks** checklist in order. Create/modify files in **Files to Create / Modify**, add libs from **Libs / Dependencies** if missing, follow **API Contract / Data Model** strictly, watch out for **Gotchas**, write unit tests guided by **Test Hints**, then run `pnpm verify`. Report any blocker or ambiguity before guessing.","Medium","2","postgresql;indexes","database","Sprint 9"
"Story","","EP18","V52 — Exercise pack 1: SELECT (filter, sort, alias, subquery) — 5 bài","# V52 — Exercise pack 1: SELECT (filter, sort, alias, subquery) — 5 bài

**Epic:** EP18  |  **Points:** 3  |  **Priority:** Medium

## 🎯 What to Build
5 SELECT exercises trên Tutor365 schema. File markdown có question + expected output + solution SQL.

## 🛠 Implementation Tasks
- [ ] Ex1: List Tutor approveStatus='approved', sort by createdAt
- [ ] Ex2: Courses status='published' với price BETWEEN 100k AND 500k
- [ ] Ex3: Student có > 3 enrollment (subquery)
- [ ] Ex4: Bookings tháng hiện tại by tutor
- [ ] Ex5: Courses chưa có review (NOT EXISTS)

## 📁 Files to Create / Modify
- `docs/course2-3/sql-exercises/01-select.md`
- `docs/course2-3/sql-exercises/01-select.sql`

## 🔌 Libs / Dependencies
**npm packages (add if missing):**
(không thêm dependency mới)

**Prior videos (must be merged first):** V49

## ⚠️ Gotchas / Implementation Notes
Exercise pack.

## 🧪 Test Hints (cho dev viết unit test — KHÔNG phải QC test plan)
N/A — exercise doc.

## ✅ Definition of Done
- [ ] Implementation complete (files listed above)
- [ ] Unit tests cover happy path + 2+ edge cases (Vitest)
- [ ] Endpoint hiển thị ở `/api/docs` Swagger (nếu applicable)
- [ ] `pnpm typecheck` exit 0
- [ ] `pnpm test` exit 0
- [ ] Self-review checklist done (no console.log, no TODO, no commented code)
- [ ] PR opened + reviewed

## 📚 Reference
- [planK23.md](../planK23.md) — full spec
- [khoa-hoc-2-3-vi.md](../khoa-hoc-2-3-vi.md) — section overview
- [task.md](../task.md) — phase checklist

---

@claude implement this developer ticket. Read **planK23.md** referenced section first, then execute **Implementation Tasks** checklist in order. Create/modify files in **Files to Create / Modify**, add libs from **Libs / Dependencies** if missing, follow **API Contract / Data Model** strictly, watch out for **Gotchas**, write unit tests guided by **Test Hints**, then run `pnpm verify`. Report any blocker or ambiguity before guessing.","Medium","3","sql;select","database","Sprint 9"
"Story","","EP18","V53 — Exercise pack 2: JOINs (INNER/LEFT/RIGHT/FULL) — 5 bài","# V53 — Exercise pack 2: JOINs (INNER/LEFT/RIGHT/FULL) — 5 bài

**Epic:** EP18  |  **Points:** 3  |  **Priority:** Medium

## 🎯 What to Build
5 JOIN exercises.

## 🛠 Implementation Tasks
- [ ] Ex1: List published courses + tutor.fullName + subject.name (3-way INNER)
- [ ] Ex2: Bookings tháng + student + tutor info
- [ ] Ex3: Tutor approved KHÔNG có course (LEFT JOIN + IS NULL)
- [ ] Ex4: Count enrollments per course (LEFT JOIN + GROUP BY)
- [ ] Ex5: User + role + last login (FULL OUTER JOIN demo)

## 📁 Files to Create / Modify
- `docs/course2-3/sql-exercises/02-joins.md`
- `docs/course2-3/sql-exercises/02-joins.sql`

## 🔌 Libs / Dependencies
**npm packages (add if missing):**
(không thêm dependency mới)

**Prior videos (must be merged first):** V52

## ⚠️ Gotchas / Implementation Notes
Exercise pack.

## 🧪 Test Hints (cho dev viết unit test — KHÔNG phải QC test plan)
N/A

## ✅ Definition of Done
- [ ] Implementation complete (files listed above)
- [ ] Unit tests cover happy path + 2+ edge cases (Vitest)
- [ ] Endpoint hiển thị ở `/api/docs` Swagger (nếu applicable)
- [ ] `pnpm typecheck` exit 0
- [ ] `pnpm test` exit 0
- [ ] Self-review checklist done (no console.log, no TODO, no commented code)
- [ ] PR opened + reviewed

## 📚 Reference
- [planK23.md](../planK23.md) — full spec
- [khoa-hoc-2-3-vi.md](../khoa-hoc-2-3-vi.md) — section overview
- [task.md](../task.md) — phase checklist

---

@claude implement this developer ticket. Read **planK23.md** referenced section first, then execute **Implementation Tasks** checklist in order. Create/modify files in **Files to Create / Modify**, add libs from **Libs / Dependencies** if missing, follow **API Contract / Data Model** strictly, watch out for **Gotchas**, write unit tests guided by **Test Hints**, then run `pnpm verify`. Report any blocker or ambiguity before guessing.","Medium","3","sql;joins","database","Sprint 9"
"Story","","EP18","V54 — Exercise pack 3: GROUP BY + HAVING + Tutor revenue report","# V54 — Exercise pack 3: GROUP BY + HAVING + Tutor revenue report

**Epic:** EP18  |  **Points:** 3  |  **Priority:** Medium

## 🎯 What to Build
5 aggregation exercises. Trọng tâm: Tutor monthly revenue.

## 🛠 Implementation Tasks
- [ ] Ex1: Count courses per Tutor
- [ ] Ex2: AVG rating per course HAVING > 4
- [ ] Ex3: Monthly revenue per Tutor (SUM orders.total)
- [ ] Ex4: Top 5 subject theo enrollment count
- [ ] Ex5: Bookings completed vs cancelled ratio per Tutor

## 📁 Files to Create / Modify
- `docs/course2-3/sql-exercises/03-aggregations.md`
- `docs/course2-3/sql-exercises/03-aggregations.sql`

## 🔌 Libs / Dependencies
**npm packages (add if missing):**
(không thêm dependency mới)

**Prior videos (must be merged first):** V53

## ⚠️ Gotchas / Implementation Notes
Exercise pack.

## 🧪 Test Hints (cho dev viết unit test — KHÔNG phải QC test plan)
N/A

## ✅ Definition of Done
- [ ] Implementation complete (files listed above)
- [ ] Unit tests cover happy path + 2+ edge cases (Vitest)
- [ ] Endpoint hiển thị ở `/api/docs` Swagger (nếu applicable)
- [ ] `pnpm typecheck` exit 0
- [ ] `pnpm test` exit 0
- [ ] Self-review checklist done (no console.log, no TODO, no commented code)
- [ ] PR opened + reviewed

## 📚 Reference
- [planK23.md](../planK23.md) — full spec
- [khoa-hoc-2-3-vi.md](../khoa-hoc-2-3-vi.md) — section overview
- [task.md](../task.md) — phase checklist

---

@claude implement this developer ticket. Read **planK23.md** referenced section first, then execute **Implementation Tasks** checklist in order. Create/modify files in **Files to Create / Modify**, add libs from **Libs / Dependencies** if missing, follow **API Contract / Data Model** strictly, watch out for **Gotchas**, write unit tests guided by **Test Hints**, then run `pnpm verify`. Report any blocker or ambiguity before guessing.","Medium","3","sql;aggregations","database","Sprint 9"
"Story","","EP18","V55 — Exercise pack 4: CTE + Window (RANK, LAG/LEAD, running total)","# V55 — Exercise pack 4: CTE + Window (RANK, LAG/LEAD, running total)

**Epic:** EP18  |  **Points:** 5  |  **Priority:** Medium

## 🎯 What to Build
5 advanced query với CTE + Window functions.

## 🛠 Implementation Tasks
- [ ] Ex1: Top 10 Tutor theo rating (ROW_NUMBER OVER)
- [ ] Ex2: Running total revenue per Tutor (SUM OVER PARTITION BY)
- [ ] Ex3: RANK course trong subject by enrollment
- [ ] Ex4: LAG/LEAD so sánh booking month-over-month
- [ ] Ex5: Recursive CTE: combo parent → all children

## 📁 Files to Create / Modify
- `docs/course2-3/sql-exercises/04-cte-window.md`
- `docs/course2-3/sql-exercises/04-cte-window.sql`

## 🔌 Libs / Dependencies
**npm packages (add if missing):**
(không thêm dependency mới)

**Prior videos (must be merged first):** V54

## ⚠️ Gotchas / Implementation Notes
Exercise pack.

## 🧪 Test Hints (cho dev viết unit test — KHÔNG phải QC test plan)
N/A

## ✅ Definition of Done
- [ ] Implementation complete (files listed above)
- [ ] Unit tests cover happy path + 2+ edge cases (Vitest)
- [ ] Endpoint hiển thị ở `/api/docs` Swagger (nếu applicable)
- [ ] `pnpm typecheck` exit 0
- [ ] `pnpm test` exit 0
- [ ] Self-review checklist done (no console.log, no TODO, no commented code)
- [ ] PR opened + reviewed

## 📚 Reference
- [planK23.md](../planK23.md) — full spec
- [khoa-hoc-2-3-vi.md](../khoa-hoc-2-3-vi.md) — section overview
- [task.md](../task.md) — phase checklist

---

@claude implement this developer ticket. Read **planK23.md** referenced section first, then execute **Implementation Tasks** checklist in order. Create/modify files in **Files to Create / Modify**, add libs from **Libs / Dependencies** if missing, follow **API Contract / Data Model** strictly, watch out for **Gotchas**, write unit tests guided by **Test Hints**, then run `pnpm verify`. Report any blocker or ambiguity before guessing.","Medium","5","sql;cte;window","database","Sprint 9"
"Story","","EP19","V56 — Prisma schema từ ERD 19 bảng + `migrate dev` workflow","# V56 — Prisma schema từ ERD 19 bảng + `migrate dev` workflow

**Epic:** EP19  |  **Points:** 8  |  **Priority:** High

## 🎯 What to Build
Full Prisma schema cho 19 bảng + enums + `prisma migrate dev` workflow + naming convention.

## 🛠 Implementation Tasks
- [ ] Tạo `packages/db/prisma/schema.prisma` với:
  - 19 model chính + 4 phụ trợ (pricing_rules, notifications, audit_logs, refresh_tokens, email_verifications, feed_tokens)
- [ ]   - Enums: UserRole, UserStatus, CourseStatus, BookingStatus, OrderStatus, PaymentStatus, LessonType
- [ ]   - FK declared với onDelete cascade rules
- [ ]   - @@id composite cho M2M tables
- [ ]   - @@unique constraints
- [ ]   - @@index hints
- [ ] Naming convention: snake_case columns, PascalCase model names, plural table names (`@@map`)
- [ ] Run `prisma migrate dev --name init_tutor365`
- [ ] Verify migration file generated trong `packages/db/prisma/migrations/`
- [ ] Migration chạy clean trên fresh DB
- [ ] `packages/db/README.md` document workflow

## 📁 Files to Create / Modify
- `packages/db/prisma/schema.prisma`
- `packages/db/package.json`
- `packages/db/README.md`

## 🔌 Libs / Dependencies
**npm packages (add if missing):**
- `@prisma/client`
- `prisma`

**Prior videos (must be merged first):** V49

## 🧾 Reference (Excel QC — info only, dev impl theo AC)
**Reference:** planK23.md §5.

## ⚠️ Gotchas / Implementation Notes
- Enum trong Prisma → CHECK constraint trong PostgreSQL
- @@map('snake_case_name') để Prisma model PascalCase nhưng table snake_case
- onDelete: Cascade cho M2M; SetNull cho optional FK; Restrict cho required FK với business rule

## 🧪 Test Hints (cho dev viết unit test — KHÔNG phải QC test plan)
- Schema lint pass
- migrate dev không error
- DB có 23 table sau migration
- Reset + re-migrate clean

## ✅ Definition of Done
- [ ] Implementation complete (files listed above)
- [ ] Unit tests cover happy path + 2+ edge cases (Vitest)
- [ ] Endpoint hiển thị ở `/api/docs` Swagger (nếu applicable)
- [ ] `pnpm typecheck` exit 0
- [ ] `pnpm test` exit 0
- [ ] Self-review checklist done (no console.log, no TODO, no commented code)
- [ ] PR opened + reviewed

## 📚 Reference
- [planK23.md](../planK23.md) — full spec
- [khoa-hoc-2-3-vi.md](../khoa-hoc-2-3-vi.md) — section overview
- [task.md](../task.md) — phase checklist

---

@claude implement this developer ticket. Read **planK23.md** referenced section first, then execute **Implementation Tasks** checklist in order. Create/modify files in **Files to Create / Modify**, add libs from **Libs / Dependencies** if missing, follow **API Contract / Data Model** strictly, watch out for **Gotchas**, write unit tests guided by **Test Hints**, then run `pnpm verify`. Report any blocker or ambiguity before guessing.","High","8","prisma;migrations","database","Sprint 10"
"Story","","EP19","V57 — Seeders (Hanah admin + 5 Tutor + 20 Student + 10 Course + taxonomy)","# V57 — Seeders (Hanah admin + 5 Tutor + 20 Student + 10 Course + taxonomy)

**Epic:** EP19  |  **Points:** 5  |  **Priority:** High

## 🎯 What to Build
Realistic seed data: Hanah + 5 Tutor approved + 20 Student + 10 Subject + 14 Level + 8 Qualification + 10 Course published. Idempotent.

## 🛠 Implementation Tasks
- [ ] File `packages/db/prisma/seed.ts`
- [ ] Seed data:
  - 1 Admin: `hanah@tutor365.com` / `Hanah@2026`
- [ ]   - 5 Tutor: `tutor1..5@tutor365.com` / `Tutor@2026`, approveStatus='approved'
- [ ]   - 20 Student: `student1..20@tutor365.com` / `Student@2026`
- [ ]   - 10 Subject: Toán, Văn, Anh, Lý, Hoá, Sinh, Sử, Địa, Tin, IELTS
- [ ]   - 14 Level: Grade 1..12, IELTS, SAT
- [ ]   - 8 Qualification: Cử nhân SP, Thạc sĩ, IELTS 8.0, TOEIC 900, etc.
- [ ]   - tutor_subjects + tutor_levels + tutor_qualifications M2M
- [ ]   - 10 Course distributed: 3 chapter × 4 lesson, mỗi course thuộc 1 Tutor
- [ ]   - tutor_availability: mỗi Tutor 3 slot/tuần
- [ ] Idempotent: re-run không duplicate (UQ guards)
- [ ] CLI: `pnpm db:seed` chạy clean

## 📁 Files to Create / Modify
- `packages/db/prisma/seed.ts`
- `packages/db/prisma/seed-data/courses.json`

## 🔌 Libs / Dependencies
**npm packages (add if missing):**
- `bcrypt`

**Prior videos (must be merged first):** V56

## ⚠️ Gotchas / Implementation Notes
- Password seed bcrypt với rounds=10 (giống production V07)
- Course slug pre-generate trong seed data, KHÔNG dùng slugify dynamic
- Re-seed clean: TRUNCATE all tables CASCADE trước insert (option `--reset`)

## 🧪 Test Hints (cho dev viết unit test — KHÔNG phải QC test plan)
- `pnpm db:seed` lần 1 → 23 row Hanah/Tutor/Student
- Lần 2 → no-op (skip existing)
- `--reset` flag → truncate + re-seed

## ✅ Definition of Done
- [ ] Implementation complete (files listed above)
- [ ] Unit tests cover happy path + 2+ edge cases (Vitest)
- [ ] Endpoint hiển thị ở `/api/docs` Swagger (nếu applicable)
- [ ] `pnpm typecheck` exit 0
- [ ] `pnpm test` exit 0
- [ ] Self-review checklist done (no console.log, no TODO, no commented code)
- [ ] PR opened + reviewed

## 📚 Reference
- [planK23.md](../planK23.md) — full spec
- [khoa-hoc-2-3-vi.md](../khoa-hoc-2-3-vi.md) — section overview
- [task.md](../task.md) — phase checklist

---

@claude implement this developer ticket. Read **planK23.md** referenced section first, then execute **Implementation Tasks** checklist in order. Create/modify files in **Files to Create / Modify**, add libs from **Libs / Dependencies** if missing, follow **API Contract / Data Model** strictly, watch out for **Gotchas**, write unit tests guided by **Test Hints**, then run `pnpm verify`. Report any blocker or ambiguity before guessing.","High","5","prisma;seed","database","Sprint 10"
